"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",26,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295265.png?im=Scale,width=0.6,height=0.6","BPR","CD_I295265",FALSE,26,"Nick","Haynes","CD_T30",NA,89,0,0,NA,9,3,12,7,0,3,4,8,12,0,0,0,0,4,91.7,0,3,0,69,4,0,0,9.7,NA,NA,0,4,0,0,NA,NA,NA,2,197,0,1,1,8,88.9,3,11,0,1,33.3,0,0,0,1,0,1,13,10,4,0,1,1,100,0,0,0,0,0,0,"CD_I295265",FALSE,26,"Nick","Haynes","away","Carlton",2025-04-18,2025,202506,"Nick Haynes"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",29,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294036.png?im=Scale,width=0.6,height=0.6","RR","CD_I294036",FALSE,29,"George","Hewett","CD_T30",NA,86,1,0,NA,13,21,34,1,0,9,21,15,36,6,0,0,0,3,82.4,3,3,2,123,1,2,100,26.4,NA,NA,3,2,2,1,NA,NA,NA,8,417,7,5,12,11,84.6,0.6,28,0,0,58.3,0,0,0,13,3,1,15,5,0,0,0,0,0,0,0,0,31,0,0,"CD_I294036",FALSE,29,"George","Hewett","away","Carlton",2025-04-18,2025,202506,"George Hewett"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012862.png?im=Scale,width=0.6,height=0.6","WL","CD_I1012862",FALSE,20,"Elijah","Hollands","CD_T30",NA,63,0,0,NA,4,6,10,1,0,1,4,6,10,2,0,0,0,0,70,0,2,0,33,1,0,0,2,NA,NA,0,2,0,0,NA,NA,NA,0,159,0,2,2,2,50,0.7,7,0,0,40,0,0,0,2,0,0,13,7,0,0,0,0,0,0,0,0,1,0,0,"CD_I1012862",FALSE,20,"Elijah","Hollands","away","Carlton",2025-04-18,2025,202506,"Elijah Hollands"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",4,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023495.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1023495",FALSE,4,"Oliver","Hollands","CD_T30",NA,88,0,0,NA,7,7,14,5,0,2,5,11,16,1,0,1,0,3,71.4,4,0,1,55,0,1,0,1.1,NA,NA,3,5,0,0,NA,NA,NA,1,80,0,0,0,4,57.1,1,10,0,1,31.3,0,0,0,4,0,0,16,7,3,0,1,1,100,0,0,0,0,0,0,"CD_I1023495",FALSE,4,"Oliver","Hollands","away","Carlton",2025-04-18,2025,202506,"Oliver Hollands"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",36,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032108.png?im=Scale,width=0.6,height=0.6","SUB","CD_I1032108",FALSE,36,"Cooper","Lord","CD_T30",NA,22,2,0,NA,3,3,6,2,0,1,2,4,6,2,1,0,0,0,83.3,0,2,0,39,0,0,100,6.3,NA,NA,0,1,1,2,NA,NA,NA,5,112,1,0,1,2,66.7,1,5,0,0,33.3,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,4,0,0,"CD_I1032108",FALSE,36,"Cooper","Lord","away","Carlton",2025-04-18,2025,202506,"Cooper Lord"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",11,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297255.png?im=Scale,width=0.6,height=0.6","CHB","CD_I297255",FALSE,11,"Mitch","McGovern","CD_T30",NA,81,0,0,NA,12,6,18,8,0,4,6,12,18,2,0,0,0,3,72.2,2,1,0,89,4,0,0,11,NA,NA,3,7,0,0,NA,NA,NA,2,323,0,0,0,8,66.7,2,13,0,1,33.3,0,0,0,5,0,1,8,7,3,0,0,0,0,0,0,0,0,0,0,"CD_I297255",FALSE,11,"Mitch","McGovern","away","Carlton",2025-04-18,2025,202506,"Mitch McGovern"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",3,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017700.png?im=Scale,width=0.6,height=0.6","FPL","CD_I1017700",FALSE,3,"Jesse","Motlop","CD_T30",NA,80,3,0,NA,10,3,13,1,1,9,6,5,11,3,1,1,0,2,69.2,1,2,0,95,0,1,75,20.4,NA,NA,3,2,3,4,NA,NA,NA,6,223,1,0,1,7,70,3.3,9,0,0,54.5,0,0,0,2,2,0,29,3,1,0,0,0,0,0,0,0,5,0,0,"CD_I1017700",FALSE,3,"Jesse","Motlop","away","Carlton",2025-04-18,2025,202506,"Jesse Motlop"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",42,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295461.png?im=Scale,width=0.6,height=0.6","HBFL","CD_I295461",FALSE,42,"Adam","Saad","CD_T30",NA,81,0,0,NA,11,3,14,2,2,1,0,12,12,3,0,0,0,2,85.7,2,0,2,43,2,0,0,4.6,NA,NA,0,1,0,0,NA,NA,NA,6,284,0,0,0,9,81.8,3.7,12,1,1,0,0,0,0,0,0,2,9,8,2,0,0,0,0,0,0,0,0,3,2,"CD_I295461",FALSE,42,"Adam","Saad","away","Carlton",2025-04-18,2025,202506,"Adam Saad"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",1,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001028.png?im=Scale,width=0.6,height=0.6","BPL","CD_I1001028",FALSE,1,"Jack","Silvagni","CD_T30",NA,96,0,0,NA,15,3,18,7,0,3,4,12,16,3,0,1,0,6,72.2,1,2,0,86,4,0,0,10.3,NA,NA,3,7,0,0,NA,NA,NA,4,427,0,1,1,10,66.7,5,13,0,4,25,0,0,0,1,0,1,6,5,6,0,2,0,0,0,0,0,0,2,1,"CD_I1001028",FALSE,1,"Jack","Silvagni","away","Carlton",2025-04-18,2025,202506,"Jack Silvagni"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",18,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006094.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1006094",FALSE,18,"Sam","Walsh","CD_T30",NA,79,0,0,NA,8,14,22,3,2,6,12,10,22,5,0,1,0,0,68.2,0,0,0,85,1,1,0,17.8,NA,NA,3,4,1,0,NA,NA,NA,4,286,1,2,3,4,50,0.6,15,1,0,54.5,0,0,0,11,2,2,24,4,0,0,0,0,0,0,0,0,18,0,0,"CD_I1006094",FALSE,18,"Sam","Walsh","away","Carlton",2025-04-18,2025,202506,"Sam Walsh"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993832.png?im=Scale,width=0.6,height=0.6","FB","CD_I993832",FALSE,23,"Jacob","Weitering","CD_T30",NA,74,0,0,NA,12,1,13,7,1,1,3,10,13,2,0,1,0,5,84.6,3,0,2,57,4,0,0,9.8,NA,NA,2,7,0,0,NA,NA,NA,2,333,0,0,0,10,83.3,12,11,0,4,23.1,0,0,0,2,0,2,1,1,5,0,1,0,0,0,0,0,0,0,0,"CD_I993832",FALSE,23,"Jacob","Weitering","away","Carlton",2025-04-18,2025,202506,"Jacob Weitering"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",38,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027713.png?im=Scale,width=0.6,height=0.6","INT","CD_I1027713",FALSE,38,"Will","White","CD_T30",NA,74,3,1,NA,10,2,12,1,0,5,5,8,13,2,1,0,0,3,75,3,2,2,72,0,1,75,16.1,NA,NA,2,0,2,4,NA,NA,NA,8,199,0,0,0,8,80,5,9,1,0,38.5,0,0,0,3,1,0,18,2,1,0,0,0,0,3,2,66.7,0,0,0,"CD_I1027713",FALSE,38,"Will","White","away","Carlton",2025-04-18,2025,202506,"Will White"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294685.png?im=Scale,width=0.6,height=0.6","FPR","CD_I294685",FALSE,6,"Zac","Williams","CD_T30",NA,82,4,1,NA,10,4,14,1,0,4,6,8,14,1,1,0,0,1,57.1,3,0,1,79,0,0,66.7,15.5,NA,NA,3,0,1,6,NA,NA,NA,5,234,0,3,3,5,50,2.5,8,0,0,42.9,0,0,0,5,5,2,12,3,1,0,0,0,0,1,1,100,3,0,0,"CD_I294685",FALSE,6,"Zac","Williams","away","Carlton",2025-04-18,2025,202506,"Zac Williams"
"CD_M20250140602","2025-04-18T05:20:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Marvel Stadium","North Melbourne","North Melbourne","Carlton","Carlton",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997316.png?im=Scale,width=0.6,height=0.6","CHF","CD_I997316",FALSE,33,"Lewis","Young","CD_T30",NA,90,1,0,NA,9,8,17,3,0,3,10,7,17,2,0,1,8,3,76.5,3,3,1,78,0,1,100,15.4,NA,NA,3,3,1,1,NA,NA,NA,5,247,0,1,1,6,66.7,1.1,13,0,0,58.8,1,28.6,12.5,6,2,1,15,5,1,28,0,0,0,2,1,50,8,0,0,"CD_I997316",FALSE,33,"Lewis","Young","away","Carlton",2025-04-18,2025,202506,"Lewis Young"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",3,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000223.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1000223",FALSE,3,"Liam","Baker","CD_T150",NA,86,0,0,NA,12,10,22,4,0,2,8,14,22,6,0,0,0,0,50,5,1,0,77,3,0,0,2.9,NA,NA,7,7,0,0,NA,NA,NA,2,399,0,1,1,5,41.7,1.2,11,0,2,36.4,0,0,0,8,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,"CD_I1000223",FALSE,3,"Liam","Baker","home","West Coast Eagles",2025-04-18,2025,202506,"Liam Baker"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290826.png?im=Scale,width=0.6,height=0.6","HFFR","CD_I290826",FALSE,15,"Jamie","Cripps","CD_T150",NA,86,1,3,NA,9,3,12,5,1,5,4,9,13,1,3,1,0,0,66.7,3,1,2,72,0,0,25,6.1,NA,NA,3,2,3,4,NA,NA,NA,4,262,0,0,0,5,55.6,3,8,0,0,30.8,0,0,0,2,2,0,14,3,0,0,0,0,0,2,0,0,0,0,0,"CD_I290826",FALSE,15,"Jamie","Cripps","home","West Coast Eagles",2025-04-18,2025,202506,"Jamie Cripps"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",38,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032624.png?im=Scale,width=0.6,height=0.6","INT","CD_I1032624",FALSE,38,"Hamish","Davis","CD_T150",NA,72,0,1,NA,9,6,15,2,0,0,6,9,15,1,1,0,0,0,60,5,0,1,43,0,0,0,2.4,NA,NA,5,6,0,1,NA,NA,NA,5,252,0,0,0,4,44.4,1.5,9,0,0,40,0,0,0,6,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,"CD_I1032624",FALSE,38,"Hamish","Davis","home","West Coast Eagles",2025-04-18,2025,202506,"Hamish Davis"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023142.png?im=Scale,width=0.6,height=0.6","WR","CD_I1023142",FALSE,43,"Tyrell","Dewar","CD_T150",NA,61,0,0,NA,3,2,5,2,2,3,1,4,5,0,0,0,0,0,60,0,0,0,31,2,0,0,2.5,NA,NA,1,2,0,0,NA,NA,NA,0,97,0,0,0,1,33.3,1.5,3,0,1,20,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,"CD_I1023142",FALSE,43,"Tyrell","Dewar","home","West Coast Eagles",2025-04-18,2025,202506,"Tyrell Dewar"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",14,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298268.png?im=Scale,width=0.6,height=0.6","HBFL","CD_I298268",FALSE,14,"Liam","Duggan","CD_T150",NA,80,0,0,NA,6,8,14,4,0,2,2,11,13,2,0,0,0,1,85.7,1,0,0,54,0,0,0,5.8,NA,NA,1,3,1,0,NA,NA,NA,2,167,0,0,0,5,83.3,0.8,12,0,0,15.4,0,0,0,2,1,1,10,6,1,0,0,0,0,0,0,0,0,1,1,"CD_I298268",FALSE,14,"Liam","Duggan","home","West Coast Eagles",2025-04-18,2025,202506,"Liam Duggan"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",42,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011437.png?im=Scale,width=0.6,height=0.6","FB","CD_I1011437",FALSE,42,"Harry","Edwards","CD_T150",NA,73,0,0,NA,5,3,8,1,0,1,1,6,7,1,0,0,0,6,62.5,3,0,2,22,3,0,0,3.1,NA,NA,3,2,0,0,NA,NA,NA,1,167,0,0,0,3,60,1.7,5,0,0,14.3,0,0,0,1,0,0,5,5,4,0,4,1,25,0,0,0,0,0,0,"CD_I1011437",FALSE,42,"Harry","Edwards","home","West Coast Eagles",2025-04-18,2025,202506,"Harry Edwards"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",25,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993902.png?im=Scale,width=0.6,height=0.6","RK","CD_I993902",FALSE,25,"Matt","Flynn","CD_T150",NA,83,0,0,NA,11,8,19,7,0,1,9,10,19,6,0,4,28,7,68.4,2,1,2,97,2,0,0,15.2,NA,NA,3,5,0,0,NA,NA,NA,4,447,1,0,1,7,63.6,1.4,13,0,2,47.4,5,48.3,17.9,2,0,1,10,5,7,58,2,0,0,4,1,25,22,0,0,"CD_I993902",FALSE,25,"Matt","Flynn","home","West Coast Eagles",2025-04-18,2025,202506,"Matt Flynn"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023025.png?im=Scale,width=0.6,height=0.6","BPL","CD_I1023025",FALSE,7,"Reuben","Ginbey","CD_T150",NA,80,0,0,NA,3,5,8,3,0,2,4,4,8,0,0,0,0,3,75,2,0,1,33,2,0,0,3.7,NA,NA,2,6,0,0,NA,NA,NA,1,22,0,0,0,3,100,0.6,6,0,2,50,0,0,0,4,0,1,5,4,3,0,0,0,0,0,0,0,0,0,0,"CD_I1023025",FALSE,7,"Reuben","Ginbey","home","West Coast Eagles",2025-04-18,2025,202506,"Reuben Ginbey"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",17,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/990827.png?im=Scale,width=0.6,height=0.6","C","CD_I990827",FALSE,17,"Jack","Graham","CD_T150",NA,85,0,0,NA,9,15,24,2,0,6,10,16,26,0,0,0,0,1,66.7,4,2,2,83,0,0,0,10,NA,NA,5,5,0,1,NA,NA,NA,2,95,0,4,4,4,44.4,0.6,16,0,1,38.5,0,0,0,8,1,0,18,13,1,0,0,0,0,0,0,0,8,0,0,"CD_I990827",FALSE,17,"Jack","Graham","home","West Coast Eagles",2025-04-18,2025,202506,"Jack Graham"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1028561.png?im=Scale,width=0.6,height=0.6","SUB","CD_I1028561",FALSE,27,"Tom","Gross","CD_T150",NA,11,0,0,NA,0,2,2,1,0,1,0,2,2,0,0,0,0,0,100,0,0,0,11,0,0,0,0.6,NA,NA,0,0,0,0,NA,NA,NA,1,-5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,"CD_I1028561",FALSE,27,"Tom","Gross","home","West Coast Eagles",2025-04-18,2025,202506,"Tom Gross"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",8,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1020670.png?im=Scale,width=0.6,height=0.6","INT","CD_I1020670",FALSE,8,"Elijah","Hewett","CD_T150",NA,72,2,1,NA,9,13,22,3,0,2,12,10,22,6,1,0,0,0,72.7,6,3,3,77,0,0,66.7,14.3,NA,NA,3,1,0,3,NA,NA,NA,5,363,3,2,5,6,66.7,0.7,16,0,1,54.5,0,0,0,7,0,2,11,3,0,0,0,0,0,0,0,0,15,0,0,"CD_I1020670",FALSE,8,"Elijah","Hewett","home","West Coast Eagles",2025-04-18,2025,202506,"Elijah Hewett"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",19,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023167.png?im=Scale,width=0.6,height=0.6","BPR","CD_I1023167",FALSE,19,"Brady","Hough","CD_T150",NA,89,0,0,NA,7,7,14,5,0,1,3,11,14,1,0,0,0,3,71.4,3,0,2,48,3,0,0,2.3,NA,NA,3,3,0,0,NA,NA,NA,3,185,0,0,0,4,57.1,1,10,1,1,21.4,0,0,0,3,1,1,11,7,3,0,1,0,0,0,0,0,0,0,0,"CD_I1023167",FALSE,19,"Brady","Hough","home","West Coast Eagles",2025-04-18,2025,202506,"Brady Hough"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994385.png?im=Scale,width=0.6,height=0.6","INT","CD_I994385",FALSE,5,"Jayden","Hunt","CD_T150",NA,83,1,0,NA,9,8,17,2,0,2,6,11,17,3,0,0,0,1,64.7,4,1,1,61,0,0,50,7.2,NA,NA,3,3,0,2,NA,NA,NA,4,372,0,1,1,4,44.4,1.1,11,0,0,35.3,0,0,0,3,1,0,12,5,0,0,0,0,0,1,1,100,0,0,0,"CD_I994385",FALSE,5,"Jayden","Hunt","home","West Coast Eagles",2025-04-18,2025,202506,"Jayden Hunt"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",44,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1036098.png?im=Scale,width=0.6,height=0.6","WL","CD_I1036098",FALSE,44,"Jack","Hutchinson","CD_T150",NA,80,0,0,NA,3,6,9,0,0,6,7,3,10,2,0,0,0,2,66.7,5,1,2,40,0,1,0,6.9,NA,NA,3,2,0,0,NA,NA,NA,4,210,2,0,2,2,66.7,0.5,6,0,0,70,0,0,0,5,0,1,13,3,1,0,0,0,0,1,0,0,19,0,0,"CD_I1036098",FALSE,44,"Jack","Hutchinson","home","West Coast Eagles",2025-04-18,2025,202506,"Jack Hutchinson"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",11,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295898.png?im=Scale,width=0.6,height=0.6","RR","CD_I295898",FALSE,11,"Tim","Kelly","CD_T150",NA,88,0,0,NA,10,12,22,2,0,5,5,16,21,6,0,0,0,0,63.6,4,1,2,75,2,1,0,6.1,NA,NA,7,1,0,0,NA,NA,NA,2,433,1,2,3,5,50,0.8,14,0,0,23.8,0,0,0,4,2,1,23,11,0,0,0,0,0,0,0,0,22,0,0,"CD_I295898",FALSE,11,"Tim","Kelly","home","West Coast Eagles",2025-04-18,2025,202506,"Tim Kelly"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1029416.png?im=Scale,width=0.6,height=0.6","FPL","CD_I1029416",FALSE,23,"Ryan","Maric","CD_T150",NA,79,0,0,NA,15,5,20,4,2,1,4,12,16,1,0,0,0,5,85,1,1,0,72,2,0,0,10.2,NA,NA,2,3,0,0,NA,NA,NA,4,384,0,1,1,12,80,3,17,0,1,25,0,0,0,3,0,3,7,4,4,0,0,0,0,0,0,0,0,4,4,"CD_I1029416",FALSE,23,"Ryan","Maric","home","West Coast Eagles",2025-04-18,2025,202506,"Ryan Maric"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294859.png?im=Scale,width=0.6,height=0.6","CHB","CD_I294859",FALSE,20,"Jeremy","McGovern","CD_T150",NA,90,0,0,NA,16,7,23,7,0,1,6,11,17,0,0,0,0,8,82.6,5,2,1,86,10,0,0,13.4,NA,NA,4,9,0,0,NA,NA,NA,4,464,0,1,1,13,81.3,2.3,19,0,3,35.3,0,0,0,4,0,2,7,6,7,0,3,0,0,0,0,0,0,5,5,"CD_I294859",FALSE,20,"Jeremy","McGovern","home","West Coast Eagles",2025-04-18,2025,202506,"Jeremy McGovern"
"CD_M20250140603","2025-04-18T08:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Optus Stadium","West Coast Eagles","West Coast Eagles","Essendon","Essendon",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013973.png?im=Scale,width=0.6,height=0.6","FPR","CD_I1013973",FALSE,16,"Matthew","Owies","CD_T150",NA,87,0,1,NA,7,1,8,3,0,3,2,6,8,4,0,0,0,1,62.5,1,0,1,42,0,1,0,3.9,NA,NA,0,1,2,1,NA,NA,NA,4,170,0,0,0,4,57.1,7,5,1,0,25,0,0,0,2,0,1,15,2,1,0,0,0,0,0,0,0,0,0,0,"CD_I1013973",FALSE,16,"Matthew","Owies","home","West Coast Eagles",2025-04-18,2025,202506,"Matthew Owies"
