"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002312.png?im=Scale,width=0.6,height=0.6","INT","CD_I1002312",FALSE,33,"Zac","Bailey","CD_T20",NA,77,4,1,NA,15,4,19,6,0,3,3,16,19,7,2,0,0,2,68.4,3,0,0,108,0,2,80,19.1,NA,NA,5,2,1,5,NA,NA,NA,10,575,0,0,0,10,66.7,3.8,13,0,0,15.8,0,0,0,3,1,1,19,8,1,0,0,0,0,0,0,0,4,0,0,"CD_I1002312",FALSE,33,"Zac","Bailey","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Zac Bailey"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/998133.png?im=Scale,width=0.6,height=0.6","R","CD_I998133",FALSE,7,"Jarrod","Berry","CD_T20",NA,89,1,0,NA,13,9,22,7,0,0,10,12,22,2,1,0,0,2,77.3,5,0,2,78,5,0,100,10.9,NA,NA,4,5,0,1,NA,NA,NA,5,219,0,4,4,9,69.2,1.4,17,0,1,45.5,0,0,0,8,0,3,14,8,2,0,1,0,0,0,0,0,0,0,0,"CD_I998133",FALSE,7,"Jarrod","Berry","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Jarrod Berry"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/990609.png?im=Scale,width=0.6,height=0.6","FPR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T20",NA,83,2,0,NA,5,6,11,4,0,5,3,7,10,1,2,0,0,1,72.7,3,0,1,68,0,2,100,10.7,NA,NA,2,1,3,2,NA,NA,NA,8,130,0,0,0,4,80,0.8,8,1,0,30,0,0,0,3,2,1,21,1,1,0,0,0,0,2,0,0,0,0,0,"CD_I990609",FALSE,23,"Charlie","Cameron","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Charlie Cameron"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002235.png?im=Scale,width=0.6,height=0.6","INT","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,77,0,1,NA,10,6,16,6,0,1,2,13,15,4,0,0,0,1,87.5,0,0,0,65,0,2,0,11.5,NA,NA,0,1,0,1,NA,NA,NA,9,299,2,0,2,8,80,1.7,14,0,0,13.3,0,0,0,2,1,0,16,4,1,0,0,0,0,1,0,0,10,0,0,"CD_I1002235",FALSE,16,"Cam","Rayner","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Cam Rayner"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",4,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/298437.png?im=Scale,width=0.6,height=0.6","WL","CD_I298437",FALSE,4,"Callum","Ah Chee","CD_T20",NA,26,0,0,NA,4,2,6,1,0,1,1,5,6,1,0,0,0,0,83.3,0,0,0,23,0,0,0,2,NA,NA,2,1,1,0,NA,NA,NA,1,104,0,0,0,3,75,2,5,0,0,16.7,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,"CD_I298437",FALSE,4,"Callum","Ah Chee","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Callum Ah Chee"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,98,0,0,NA,8,3,11,7,0,2,4,7,11,0,0,2,0,11,90.9,2,1,1,57,2,0,0,12.8,NA,NA,1,4,0,0,NA,NA,NA,0,50,0,0,0,8,100,2.7,10,0,3,36.4,0,0,0,1,0,0,4,4,8,0,6,2,33.3,0,0,0,0,0,0,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Harris Andrews"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/261224.png?im=Scale,width=0.6,height=0.6","C","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,80,1,1,NA,19,3,22,7,0,1,5,16,21,5,1,0,0,1,68.2,5,2,1,94,2,2,50,12.3,NA,NA,3,1,0,2,NA,NA,NA,9,435,1,3,4,12,63.2,6.3,15,0,1,23.8,0,0,0,3,0,2,17,5,0,0,0,0,0,1,0,0,4,0,0,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Dayne Zorko"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",46,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1005521.png?im=Scale,width=0.6,height=0.6","RK","CD_I1005521",FALSE,46,"Oscar","McInerney","CD_T20",NA,81,0,0,NA,11,8,19,4,0,4,16,6,22,6,1,1,37,2,42.1,7,0,3,105,0,0,0,16.4,NA,NA,6,2,0,1,NA,NA,NA,7,356,6,2,8,3,27.3,1.4,8,0,2,72.7,13,48.7,35.1,4,0,7,9,4,2,76,0,0,0,1,0,0,28,0,0,"CD_I1005521",FALSE,46,"Oscar","McInerney","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Oscar McInerney"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/293535.png?im=Scale,width=0.6,height=0.6","RR","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,90,1,0,NA,16,16,32,5,3,3,20,12,32,3,0,1,0,1,71.9,2,4,0,117,3,0,100,24,NA,NA,6,4,1,1,NA,NA,NA,10,414,6,3,9,9,56.3,1,23,0,1,62.5,0,0,0,13,3,3,20,7,0,0,1,0,0,0,0,0,28,0,0,"CD_I293535",FALSE,9,"Lachie","Neale","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Lachie Neale"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1000978.png?im=Scale,width=0.6,height=0.6","WR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,85,0,1,NA,13,15,28,6,2,4,7,21,28,7,0,0,0,1,64.3,5,1,0,105,0,1,0,5.7,NA,NA,5,1,1,1,NA,NA,NA,10,357,3,0,3,5,38.5,0.9,18,0,0,25,0,0,0,4,0,0,16,7,0,0,0,0,0,0,0,0,22,0,0,"CD_I1000978",FALSE,6,"Hugh","McCluggage","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Hugh McCluggage"
"CD_M20220142101","2022-08-07T05:20:00.000+0000","CONCLUDED","Premiership","Round 21",21,"Gabba","Brisbane Lions","Brisbane Lions","Carlton","Carlton",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,84,1,2,NA,9,4,13,5,0,2,4,9,13,3,2,2,2,1,69.2,2,0,1,65,0,1,25,5.4,NA,NA,2,0,1,4,NA,NA,NA,5,227,0,0,0,5,55.6,2.3,9,1,0,30.8,0,50,0,2,2,0,14,3,0,4,0,0,0,2,0,0,0,0,0,"CD_I993953",FALSE,30,"Eric","Hipwood","home",NA,"Brisbane Lions",2022-08-07,2022,202221,"Eric Hipwood"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,100,0,0,NA,11,0,11,6,0,3,5,7,12,0,0,1,0,10,81.8,3,0,2,57,4,0,0,9,NA,NA,2,5,0,0,NA,NA,NA,2,160,0,0,0,9,81.8,11,9,0,1,41.7,0,0,0,4,0,1,4,4,8,0,5,0,0,0,0,0,0,0,0,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Harris Andrews"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1005053.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,86,0,0,NA,12,2,14,11,0,1,3,12,15,3,0,2,0,4,85.7,1,0,0,77,1,0,0,3.5,NA,NA,4,4,1,0,NA,NA,NA,2,274,0,0,0,11,91.7,6,12,1,3,20,0,0,0,0,0,0,10,6,2,0,1,0,0,0,0,0,0,0,0,"CD_I1005053",FALSE,43,"Noah","Answerth","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Noah Answerth"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002312.png?im=Scale,width=0.6,height=0.6","WL","CD_I1002312",FALSE,33,"Zac","Bailey","CD_T20",NA,71,0,0,NA,8,4,12,3,0,2,1,10,11,6,1,0,0,0,58.3,5,0,1,46,0,0,0,1.4,NA,NA,5,1,0,0,NA,NA,NA,3,322,1,0,1,5,62.5,2,7,0,0,9.1,0,0,0,1,0,0,16,10,0,0,0,0,0,0,0,0,5,0,0,"CD_I1002312",FALSE,33,"Zac","Bailey","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Zac Bailey"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/998133.png?im=Scale,width=0.6,height=0.6","R","CD_I998133",FALSE,7,"Jarrod","Berry","CD_T20",NA,75,0,0,NA,8,9,17,3,0,2,5,13,18,3,0,0,0,0,82.4,1,0,1,56,3,0,0,7.7,NA,NA,4,2,0,0,NA,NA,NA,3,175,0,2,2,5,62.5,0.9,14,1,0,27.8,0,0,0,4,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,"CD_I998133",FALSE,7,"Jarrod","Berry","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Jarrod Berry"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/990609.png?im=Scale,width=0.6,height=0.6","FPR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T20",NA,87,1,1,NA,8,2,10,3,0,6,6,2,8,0,3,2,0,3,30,2,0,0,68,0,1,25,17.6,NA,NA,3,2,5,4,NA,NA,NA,4,192,0,0,0,3,37.5,4,3,1,0,75,0,0,0,4,3,0,15,2,2,0,0,0,0,2,2,100,0,0,0,"CD_I990609",FALSE,23,"Charlie","Cameron","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Charlie Cameron"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1000978.png?im=Scale,width=0.6,height=0.6","WR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,81,1,1,NA,8,16,24,2,2,2,11,15,26,5,1,0,0,1,79.2,3,2,1,76,2,2,50,15.5,NA,NA,0,3,1,2,NA,NA,NA,10,317,3,2,5,5,62.5,0.5,19,0,0,42.3,0,0,0,6,0,5,18,9,0,0,0,0,0,0,0,0,11,0,0,"CD_I1000978",FALSE,6,"Hugh","McCluggage","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Hugh McCluggage"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",46,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1005521.png?im=Scale,width=0.6,height=0.6","RK","CD_I1005521",FALSE,46,"Oscar","McInerney","CD_T20",NA,83,0,0,NA,10,6,16,3,0,2,9,7,16,4,0,1,36,2,75,2,0,0,95,3,0,0,17.1,NA,NA,2,4,0,0,NA,NA,NA,5,269,2,3,5,7,70,1.7,12,0,2,56.3,8,50,22.2,5,0,2,13,10,2,72,1,0,0,0,0,0,18,0,0,"CD_I1005521",FALSE,46,"Oscar","McInerney","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Oscar McInerney"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,85,2,0,NA,8,1,9,3,0,3,5,4,9,4,1,0,2,4,77.8,4,1,0,62,0,1,66.7,8.2,NA,NA,0,0,2,3,NA,NA,NA,6,180,0,0,0,6,75,8,7,2,0,55.6,1,20,50,3,2,0,9,3,3,10,1,0,0,6,1,16.7,0,0,0,"CD_I993953",FALSE,30,"Eric","Hipwood","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Eric Hipwood"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/293535.png?im=Scale,width=0.6,height=0.6","RR","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,88,0,1,NA,6,10,16,0,0,6,11,5,16,2,0,0,0,0,81.3,4,3,2,60,1,1,0,8,NA,NA,2,2,0,1,NA,NA,NA,4,183,5,3,8,3,50,0.6,13,0,0,68.8,0,0,0,7,1,2,21,8,0,0,0,0,0,0,0,0,19,0,0,"CD_I293535",FALSE,9,"Lachie","Neale","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Lachie Neale"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/261224.png?im=Scale,width=0.6,height=0.6","C","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,76,0,0,NA,16,6,22,5,0,4,8,14,22,4,0,1,0,1,59.1,7,0,1,88,1,0,0,7,NA,NA,6,5,1,1,NA,NA,NA,4,465,0,3,3,9,56.3,2.7,13,2,0,36.4,0,0,0,6,2,1,19,8,0,0,0,0,0,0,0,0,7,1,0,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Dayne Zorko"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",40,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002347.png?im=Scale,width=0.6,height=0.6","FB","CD_I1002347",FALSE,40,"Jack","Payne","CD_T20",NA,73,0,0,NA,8,1,9,5,0,1,3,6,9,0,0,1,0,8,66.7,3,0,1,42,3,0,0,2.9,NA,NA,2,5,0,0,NA,NA,NA,3,216,0,0,0,5,62.5,8,6,0,3,33.3,0,0,0,1,0,2,3,2,7,0,2,1,50,0,0,0,0,1,1,"CD_I1002347",FALSE,40,"Jack","Payne","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Jack Payne"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,76,4,0,NA,11,7,18,4,0,1,9,9,18,4,1,2,0,1,61.1,4,0,1,84,0,0,57.1,18.6,NA,NA,3,0,0,7,NA,NA,NA,5,351,0,1,1,5,45.5,1.6,11,1,0,50,0,0,0,7,7,0,10,4,0,0,0,0,0,1,1,100,3,0,0,"CD_I1002235",FALSE,16,"Cam","Rayner","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Cam Rayner"
"CD_M20220142207","2022-08-12T09:50:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/291548.png?im=Scale,width=0.6,height=0.6","SUB","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2022-08-12,2022,202222,"Ryan Lester"
"CD_M20220142209","2022-08-13T03:45:00.000+0000","CONCLUDED","Premiership","Round 22",22,"Marvel Stadium","Western Bulldogs","Western Bulldogs","GWS GIANTS","GWS GIANTS",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/993834.png?im=Scale,width=0.6,height=0.6","HFFR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,86,0,0,NA,9,17,26,6,0,6,10,18,28,1,0,0,0,2,80.8,2,1,1,101,4,0,0,9.1,NA,NA,3,3,1,0,NA,NA,NA,1,115,1,2,3,6,66.7,0.5,21,1,0,35.7,0,0,0,7,2,0,17,6,0,0,0,0,0,0,0,0,12,0,0,"CD_I993834",FALSE,5,"Josh","Dunkley","home",NA,"Western Bulldogs",2022-08-13,2022,202222,"Josh Dunkley"
"CD_M20220142204","2022-08-13T06:35:00.000+0000","CONCLUDED","Premiership","Round 22",22,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Geelong Cats","Geelong Cats",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/291753.png?im=Scale,width=0.6,height=0.6","INT","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,41,1,0,NA,4,0,4,2,0,1,3,2,5,2,1,0,1,1,75,0,2,0,31,0,0,50,3.5,NA,NA,1,0,0,2,NA,NA,NA,1,117,0,0,0,3,75,4,3,0,0,60,0,16.7,0,1,1,0,2,2,0,6,0,0,0,1,0,0,0,0,0,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2022-08-13,2022,202222,"Sam Day"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,96,0,0,NA,8,5,13,5,0,2,6,6,12,0,0,1,0,16,84.6,1,0,1,54,3,0,0,12.5,NA,NA,2,7,0,0,NA,NA,NA,2,120,0,0,0,7,87.5,1.6,11,0,1,50,0,0,0,5,0,2,10,6,15,0,9,1,11.1,0,0,0,0,0,0,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Harris Andrews"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1005053.png?im=Scale,width=0.6,height=0.6","INT","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,83,0,0,NA,13,3,16,6,0,4,4,8,12,3,0,1,0,2,50,4,0,0,79,2,1,0,6.4,NA,NA,4,9,0,0,NA,NA,NA,2,193,0,0,0,6,46.2,4.3,8,0,3,33.3,0,0,0,3,0,1,14,12,1,0,2,0,0,0,0,0,0,0,0,"CD_I1005053",FALSE,43,"Noah","Answerth","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Noah Answerth"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/1002312.png?im=Scale,width=0.6,height=0.6","WL","CD_I1002312",FALSE,33,"Zac","Bailey","CD_T20",NA,83,0,0,NA,9,11,20,4,0,3,10,12,22,4,0,0,0,3,80,1,1,0,74,0,0,0,12.2,NA,NA,5,3,0,0,NA,NA,NA,2,288,0,3,3,6,66.7,0.8,16,3,0,45.5,0,0,0,8,0,0,19,11,2,0,0,0,0,0,0,0,5,0,0,"CD_I1002312",FALSE,33,"Zac","Bailey","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Zac Bailey"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/998133.png?im=Scale,width=0.6,height=0.6","R","CD_I998133",FALSE,7,"Jarrod","Berry","CD_T20",NA,59,0,0,NA,7,4,11,3,0,2,3,8,11,0,0,0,0,2,63.6,3,0,0,46,0,0,0,2.7,NA,NA,4,2,1,0,NA,NA,NA,0,111,1,0,1,4,57.1,1.8,7,0,1,27.3,0,0,0,3,1,0,9,5,2,0,0,0,0,0,0,0,0,0,0,"CD_I998133",FALSE,7,"Jarrod","Berry","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Jarrod Berry"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/990609.png?im=Scale,width=0.6,height=0.6","FPR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T20",NA,80,0,1,NA,5,5,10,3,0,3,5,6,11,1,2,0,0,0,50,0,2,0,49,0,0,0,4.5,NA,NA,0,2,2,2,NA,NA,NA,2,140,0,0,0,1,20,1,5,2,0,45.5,0,0,0,3,2,1,16,4,0,0,0,0,0,1,0,0,0,0,0,"CD_I990609",FALSE,23,"Charlie","Cameron","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Charlie Cameron"
"CD_M20220142301","2022-08-19T09:50:00.000+0000","CONCLUDED","Premiership","Round 23",23,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2022014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,88,0,0,NA,4,2,6,4,0,0,3,3,6,1,1,1,2,3,33.3,2,0,1,27,0,0,0,-0.6,NA,NA,2,0,0,1,NA,NA,NA,2,102,0,0,0,2,50,2,2,1,0,50,0,50,0,2,2,0,8,0,3,4,0,0,0,3,1,33.3,0,0,0,"CD_I993953",FALSE,30,"Eric","Hipwood","home",NA,"Brisbane Lions",2022-08-19,2022,202223,"Eric Hipwood"
