"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20160140103","2016-03-26T05:35:00.000+0000","CONCLUDED","Premiership","Round 1",1,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Essendon","Essendon",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,74,1,1,NA,4,4,8,1,0,5,6,2,8,0,1,0,0,2,75,1,1,0,51,0,0,50,10,NA,"2018-01-23T22:36:23.391+0000",1,2,2,2,NA,NA,NA,4,102,0,0,0,3,75,1,6,0,0,75,0,0,0,5,4,1,18,2,2,0,0,0,0,2,1,50,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","home",NA,"Gold Coast SUNS",2016-03-26,2016,201601,"Callum Ah Chee"
"CD_M20160140103","2016-03-26T05:35:00.000+0000","CONCLUDED","Premiership","Round 1",1,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Essendon","Essendon",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","FF","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,95,2,0,NA,7,8,15,4,0,2,7,8,15,3,2,1,2,4,93.3,3,3,2,68,0,2,100,14.7,NA,"2018-01-23T22:36:23.391+0000",3,2,1,2,NA,NA,NA,9,173,0,1,1,7,100,0.9,14,0,0,46.7,0,14.3,0,2,0,2,10,1,2,14,1,0,0,1,1,100,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2016-03-26,2016,201601,"Sam Day"
"CD_M20160140106","2016-03-27T02:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Fremantle","Fremantle",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/993834.png?im=Scale,width=0.6,height=0.6","INT","CD_I993834",FALSE,20,"Josh","Dunkley","CD_T140",NA,71,1,1,NA,8,7,15,4,0,4,4,11,15,0,1,1,1,0,66.7,3,0,1,71,0,1,33.3,2,NA,"2018-01-23T22:34:59.169+0000",3,0,1,3,NA,NA,NA,6,133,0,0,0,4,50,1.1,10,0,0,26.7,0,0,0,3,1,0,10,2,0,0,1,1,100,1,1,100,NA,NA,NA,"CD_I993834",FALSE,20,"Josh","Dunkley","home",NA,"Western Bulldogs",2016-03-27,2016,201601,"Josh Dunkley"
"CD_M20160140106","2016-03-27T02:10:00.000+0000","CONCLUDED","Premiership","Round 1",1,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","INT","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,71,0,0,NA,13,19,32,4,0,4,13,18,31,1,0,0,0,0,78.1,2,1,0,106,4,0,0,15.5,NA,"2018-01-23T22:34:59.169+0000",4,6,0,0,NA,NA,NA,4,293,3,3,6,7,53.8,0.7,25,0,0,41.9,0,0,0,12,1,1,27,18,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-03-27,2016,201601,"Lachie Neale"
"CD_M20160140107","2016-03-27T08:40:00.000+0000","CONCLUDED","Premiership","Round 1",1,"Domain Stadium","West Coast Eagles","West Coast Eagles","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,85,0,0,NA,8,7,15,2,0,2,6,10,16,1,0,0,0,3,100,3,1,3,44,1,3,0,18.4,NA,"2018-01-23T22:36:39.348+0000",2,3,0,0,NA,NA,NA,8,181,0,1,1,8,100,1.1,15,0,0,37.5,0,0,0,4,0,2,14,8,0,0,0,0,0,2,1,50,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2016-03-27,2016,201601,"Ryan Lester"
"CD_M20160140107","2016-03-27T08:40:00.000+0000","CONCLUDED","Premiership","Round 1",1,"Domain Stadium","West Coast Eagles","West Coast Eagles","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,96,0,0,NA,3,3,6,2,0,3,4,2,6,1,0,0,1,9,50,2,1,1,32,2,0,0,2,NA,"2018-01-23T22:36:39.348+0000",3,3,0,0,NA,NA,NA,0,108,0,0,0,2,66.7,1,3,0,1,66.7,0,100,0,3,0,0,11,8,9,1,5,2,40,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2016-03-27,2016,201601,"Harris Andrews"
"CD_M20160140203","2016-04-02T05:35:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Gabba","Brisbane Lions","Brisbane Lions","North Melbourne","North Melbourne",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","INT","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,74,1,1,NA,3,8,11,3,0,0,5,6,11,1,1,0,0,1,81.8,1,1,0,42,0,0,50,3.7,NA,"2018-01-23T22:37:00.512+0000",1,2,0,2,NA,NA,NA,6,95,0,1,1,2,66.7,0.4,9,1,0,45.5,0,0,0,3,2,1,8,3,0,1,0,0,0,3,1,33.3,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2016-04-02,2016,201602,"Ryan Lester"
"CD_M20160140203","2016-04-02T05:35:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Gabba","Brisbane Lions","Brisbane Lions","North Melbourne","North Melbourne",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,81,2,1,NA,18,6,24,5,0,5,9,15,24,5,1,0,0,2,75,2,2,2,110,0,0,50,20.5,NA,"2018-01-23T22:37:00.512+0000",4,2,0,4,NA,NA,NA,12,554,1,4,5,13,72.2,3,18,1,0,37.5,0,0,0,5,0,1,31,17,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2016-04-02,2016,201602,"Dayne Zorko"
"CD_M20160140203","2016-04-02T05:35:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Gabba","Brisbane Lions","Brisbane Lions","North Melbourne","North Melbourne",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,92,0,0,NA,9,4,13,8,0,0,3,10,13,2,0,1,0,7,61.5,2,1,1,57,1,0,0,5.6,NA,"2018-01-23T22:37:00.512+0000",4,7,0,0,NA,NA,NA,3,173,0,0,0,6,66.7,2.3,8,1,5,23.1,0,0,0,1,0,1,9,8,6,0,2,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2016-04-02,2016,201602,"Harris Andrews"
"CD_M20160140206","2016-04-02T08:25:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Marvel Stadium","St Kilda","St Kilda","Western Bulldogs","Western Bulldogs",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/993834.png?im=Scale,width=0.6,height=0.6","INT","CD_I993834",FALSE,20,"Josh","Dunkley","CD_T140",NA,76,0,0,NA,3,9,12,5,0,2,1,11,12,1,1,0,0,1,75,2,0,0,50,0,0,0,2.1,NA,"2018-01-23T22:37:12.961+0000",2,1,1,1,NA,NA,NA,3,58,0,0,0,1,33.3,0.3,9,1,0,8.3,0,0,0,1,0,0,11,3,1,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993834",FALSE,20,"Josh","Dunkley","away",NA,"Western Bulldogs",2016-04-02,2016,201602,"Josh Dunkley"
"CD_M20160140204","2016-04-02T08:40:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Domain Stadium","Fremantle","Fremantle","Gold Coast SUNS","Gold Coast SUNS",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","INT","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,73,0,0,NA,14,13,27,4,0,5,13,14,27,3,0,0,0,0,63,2,1,1,98,2,0,0,4.7,NA,"2018-01-23T22:35:28.556+0000",7,5,0,0,NA,NA,NA,5,351,2,3,5,8,57.1,1.1,17,0,0,48.1,0,0,0,8,1,3,15,11,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","home",NA,"Fremantle",2016-04-02,2016,201602,"Lachie Neale"
"CD_M20160140204","2016-04-02T08:40:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Domain Stadium","Fremantle","Fremantle","Gold Coast SUNS","Gold Coast SUNS",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,63,2,1,NA,5,4,9,4,0,3,6,3,9,1,2,1,0,1,66.7,2,1,0,61,1,0,50,11.2,NA,"2018-01-23T22:35:28.556+0000",2,1,1,4,NA,NA,NA,5,99,0,1,1,3,60,1.3,6,2,0,66.7,0,0,0,4,1,1,12,5,0,0,0,0,0,1,1,100,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","away",NA,"Gold Coast SUNS",2016-04-02,2016,201602,"Callum Ah Chee"
"CD_M20160140204","2016-04-02T08:40:00.000+0000","CONCLUDED","Premiership","Round 2",2,"Domain Stadium","Fremantle","Fremantle","Gold Coast SUNS","Gold Coast SUNS",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","FF","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,80,0,1,NA,3,9,12,2,0,2,9,3,12,2,1,0,4,2,83.3,0,1,0,47,0,3,0,13.2,NA,"2018-01-23T22:35:28.556+0000",1,3,0,1,NA,NA,NA,7,92,0,0,0,2,66.7,0.3,10,0,0,75,1,36.4,25,8,2,1,14,6,2,11,0,0,0,1,1,100,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","away",NA,"Gold Coast SUNS",2016-04-02,2016,201602,"Sam Day"
"CD_M20160140306","2016-04-09T09:25:00.000+0000","CONCLUDED","Premiership","Round 3",3,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Carlton","Carlton",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","FF","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,88,1,2,NA,7,5,12,5,0,5,5,8,13,3,3,2,2,9,66.7,1,1,0,77,0,1,33.3,12.1,NA,"2018-01-23T22:36:15.392+0000",2,2,1,3,NA,NA,NA,7,256,0,0,0,5,71.4,1.4,8,0,0,38.5,1,14.3,50,1,1,2,16,5,5,14,1,0,0,3,1,33.3,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2016-04-09,2016,201603,"Sam Day"
"CD_M20160140304","2016-04-09T09:40:00.000+0000","CONCLUDED","Premiership","Round 3",3,"Domain Stadium","West Coast Eagles","West Coast Eagles","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","INT","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,78,0,0,NA,11,15,26,1,0,4,17,9,26,4,0,0,0,0,80.8,5,0,1,79,0,0,0,18.1,NA,"2018-01-23T22:36:07.140+0000",4,6,0,0,NA,NA,NA,5,227,2,5,7,7,63.6,0.7,21,0,0,65.4,0,0,0,15,3,3,11,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-04-09,2016,201603,"Lachie Neale"
"CD_M20160140308","2016-04-10T06:40:00.000+0000","CONCLUDED","Premiership","Round 3",3,"GMHBA Stadium","Geelong Cats","Geelong Cats","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,92,0,0,NA,4,7,11,2,0,4,7,5,12,1,0,0,0,5,54.5,6,0,2,42,3,0,0,5,NA,"2018-01-23T22:37:59.793+0000",5,7,0,0,NA,NA,NA,1,159,0,0,0,2,50,0.6,6,0,1,58.3,0,0,0,7,0,0,14,14,5,0,2,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2016-04-10,2016,201603,"Harris Andrews"
"CD_M20160140308","2016-04-10T06:40:00.000+0000","CONCLUDED","Premiership","Round 3",3,"GMHBA Stadium","Geelong Cats","Geelong Cats","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,80,0,1,NA,5,2,7,3,0,2,1,6,7,1,1,0,0,1,57.1,1,1,0,38,1,0,0,-4.6,NA,"2018-01-23T22:37:59.793+0000",3,0,0,1,NA,NA,NA,2,144,0,1,1,3,60,2.5,4,1,0,14.3,0,0,0,0,0,0,10,3,1,0,0,0,0,2,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2016-04-10,2016,201603,"Ryan Lester"
"CD_M20160140308","2016-04-10T06:40:00.000+0000","CONCLUDED","Premiership","Round 3",3,"GMHBA Stadium","Geelong Cats","Geelong Cats","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,76,0,0,NA,13,12,25,2,1,6,11,15,26,3,0,0,0,1,68,4,2,2,89,5,2,0,12.9,NA,"2018-01-23T22:37:59.793+0000",4,5,0,1,NA,NA,NA,6,343,0,2,2,8,61.5,1.1,17,0,0,42.3,0,0,0,8,0,1,27,20,1,0,2,2,100,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2016-04-10,2016,201603,"Dayne Zorko"
"CD_M20160140403","2016-04-16T06:35:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Gabba","Brisbane Lions","Brisbane Lions","Gold Coast SUNS","Gold Coast SUNS",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,71,1,1,NA,15,7,22,3,0,10,9,14,23,6,1,0,0,2,68.2,6,3,3,109,5,1,33.3,9.6,NA,"2018-01-23T22:38:17.441+0000",4,6,4,3,NA,NA,NA,11,424,1,2,3,10,66.7,2.1,15,0,1,39.1,0,0,0,4,1,4,31,7,2,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2016-04-16,2016,201604,"Dayne Zorko"
"CD_M20160140403","2016-04-16T06:35:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Gabba","Brisbane Lions","Brisbane Lions","Gold Coast SUNS","Gold Coast SUNS",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,79,0,3,NA,6,3,9,4,0,5,6,4,10,1,3,2,0,2,44.4,2,1,0,60,0,0,0,-1.1,NA,"2018-01-23T22:38:17.441+0000",3,0,2,5,NA,NA,NA,5,41,0,0,0,1,16.7,2,4,0,0,60,0,0,0,2,2,0,14,6,1,0,0,0,0,2,1,50,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2016-04-16,2016,201604,"Ryan Lester"
"CD_M20160140403","2016-04-16T06:35:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Gabba","Brisbane Lions","Brisbane Lions","Gold Coast SUNS","Gold Coast SUNS",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,95,0,0,NA,3,9,12,3,0,1,6,6,12,2,0,0,4,5,83.3,1,1,0,45,0,0,0,13.3,NA,"2018-01-23T22:38:17.441+0000",1,7,0,0,NA,NA,NA,3,120,1,0,1,2,66.7,0.3,10,0,1,50,1,50,25,5,0,1,7,5,5,8,1,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2016-04-16,2016,201604,"Harris Andrews"
"CD_M20160140403","2016-04-16T06:35:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Gabba","Brisbane Lions","Brisbane Lions","Gold Coast SUNS","Gold Coast SUNS",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,65,0,0,NA,2,5,7,1,0,3,5,2,7,0,0,0,0,1,85.7,1,0,1,28,0,0,0,7.2,NA,"2018-01-23T22:38:17.441+0000",2,0,0,0,NA,NA,NA,4,80,0,2,2,2,100,0.4,6,1,0,71.4,0,0,0,4,0,0,9,4,1,0,0,0,0,2,1,50,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","away",NA,"Gold Coast SUNS",2016-04-16,2016,201604,"Callum Ah Chee"
"CD_M20160140403","2016-04-16T06:35:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Gabba","Brisbane Lions","Brisbane Lions","Gold Coast SUNS","Gold Coast SUNS",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","CHB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,84,1,0,NA,3,9,12,6,0,2,7,5,12,1,1,3,5,0,83.3,0,0,0,64,0,0,100,11,NA,"2018-01-23T22:38:17.441+0000",1,0,0,1,NA,NA,NA,4,99,2,0,2,2,66.7,0.3,10,0,0,58.3,1,35.7,20,4,2,1,13,5,0,14,0,0,0,2,1,50,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","away",NA,"Gold Coast SUNS",2016-04-16,2016,201604,"Sam Day"
"CD_M20160140408","2016-04-17T06:40:00.000+0000","CONCLUDED","Premiership","Round 4",4,"Marvel Stadium","North Melbourne","North Melbourne","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,76,1,1,NA,15,20,35,5,0,6,15,20,35,4,0,2,0,0,68.6,3,1,0,132,0,1,50,18.8,NA,"2018-01-23T22:38:38.994+0000",5,7,0,2,NA,NA,NA,9,352,3,1,4,9,60,0.8,24,0,1,42.9,0,0,0,10,0,0,25,11,0,0,1,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-04-17,2016,201604,"Lachie Neale"
"CD_M20160140501","2016-04-22T09:50:00.000+0000","CONCLUDED","Premiership","Round 5",5,"MCG","Hawthorn","Hawthorn","Adelaide Crows","Adelaide Crows",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,78,1,0,NA,8,4,12,1,0,5,3,10,13,3,0,0,0,0,66.7,5,0,2,55,1,0,50,5.2,NA,"2018-01-23T22:38:47.272+0000",5,0,2,2,NA,NA,NA,3,227,1,0,1,5,62.5,2,8,0,0,23.1,0,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","away",NA,"Adelaide Crows",2016-04-22,2016,201605,"Charlie Cameron"
"CD_M20160140503","2016-04-23T06:35:00.000+0000","CONCLUDED","Premiership","Round 5",5,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","North Melbourne","North Melbourne",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,77,1,0,NA,7,1,8,2,0,4,3,6,9,4,0,0,0,0,75,3,1,1,49,0,0,100,7,NA,"2018-01-23T22:38:55.842+0000",4,2,2,1,NA,NA,NA,3,161,0,0,0,5,71.4,7,6,0,0,33.3,0,0,0,2,1,1,16,5,0,0,0,0,0,1,0,0,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","home",NA,"Gold Coast SUNS",2016-04-23,2016,201605,"Callum Ah Chee"
"CD_M20160140503","2016-04-23T06:35:00.000+0000","CONCLUDED","Premiership","Round 5",5,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","North Melbourne","North Melbourne",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","FB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,96,0,0,NA,3,7,10,4,0,3,7,7,14,1,0,1,0,6,90,2,1,0,48,2,0,0,10,NA,"2018-01-23T22:38:55.842+0000",2,9,0,0,NA,NA,NA,2,75,0,0,0,2,66.7,0.4,9,0,3,50,0,0,0,2,0,2,7,4,3,0,4,1,25,0,0,0,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2016-04-23,2016,201605,"Sam Day"
"CD_M20160140504","2016-04-23T09:25:00.000+0000","CONCLUDED","Premiership","Round 5",5,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,87,2,0,NA,10,7,17,8,0,5,5,12,17,2,2,1,0,0,82.4,1,0,0,100,0,2,100,9,NA,"2018-01-23T22:39:00.029+0000",1,2,1,2,NA,NA,NA,6,238,0,0,0,8,80,1.4,14,0,0,29.4,0,0,0,4,2,1,18,6,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2016-04-23,2016,201605,"Ryan Lester"
"CD_M20160140504","2016-04-23T09:25:00.000+0000","CONCLUDED","Premiership","Round 5",5,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,84,2,0,NA,13,8,21,6,0,5,8,13,21,3,0,1,0,0,81,0,2,0,107,1,0,100,14.9,NA,"2018-01-23T22:39:00.029+0000",7,3,2,2,NA,NA,NA,3,400,0,1,1,10,76.9,1.6,17,1,2,38.1,0,0,0,4,3,0,20,12,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2016-04-23,2016,201605,"Dayne Zorko"
"CD_M20160140504","2016-04-23T09:25:00.000+0000","CONCLUDED","Premiership","Round 5",5,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,97,0,0,NA,9,2,11,8,0,3,4,7,11,1,0,1,0,15,81.8,2,0,0,67,5,0,0,16.9,NA,"2018-01-23T22:39:00.029+0000",3,7,0,0,NA,NA,NA,2,184,0,0,0,8,88.9,4.5,9,0,4,36.4,0,0,0,3,0,1,12,10,15,1,3,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2016-04-23,2016,201605,"Harris Andrews"
